Date,Station name & ID,Loco Id,Direction,Issue Type,Issue Sub category,Issue Count,Issues noted During Trial,Time,Analysis,Root Cause/Why2,Corrective Action,Issue Category,Action Taken
05-03-2026,Jaugram (JRAE) (12022),37657,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,7:32:14,Loco sent Loco regular packets. but are not received to the station. Hence with Frame offset 5 Loco switched to LS mode.,"Radio 1 RX: 9.09 MB
Radio 2 RX: 924.19 KB",,,
05-03-2026,Janai Road (JOX) (12009),37657,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:01:46,Loco sent Loco regular packets. but are not received to the station. Hence with Frame offset 5 Loco switched to LS mode.,"Radio 1 RX: 434.72 KB
Radio 2 RX: 2.05 MB",,,
05-03-2026,Baruipara (BRPA) (12011),37657,DN (R),SR mode,Radio communicaiton failure,1,Loco switched to LS & SR mode,7:49:58,"1)Loco sent Loco regular packets. but are not received to the station. Hence with Frame offset 15 Loco switched to LS mode.
2)Due to no communication between 2 stations. S2S communication was paused and regained later. to avoid EB. station sent SR authority for 2sec","Radio 1 RX: 2.69 MB
Radio 2 RX: 5.00 MB",,,
05-03-2026,Masagram (MSAE) (12024),37778,DN (R),LS mode,,,Loco switched to LS mode,,No issue observed,"Radio 1 RX: 9.59 MB
Radio 2 RX: 459.54 KB",,,
05-03-2026,Baruipara (BRPA) (12011),37778,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,5:39:22,Station sent station regular packets. but are not received to Loco for 10sec. Hence Loco switched to LS mode.,"Radio 1 RX: 2.69 MB
Radio 2 RX: 5.00 MB",,,
05-03-2026,Howrah (HWH) (12000),37778,DN (R),SR mode,KAVACH territory exit,1,Loco switched to SR mode,6:26:30,"Loco After reading Tag-146,Loco switched to SR Mode as it is Kavach territory Exit.","Radio 1 RX: 458.91 KB
Radio 2 RX: 491.85 KB",,,
05-03-2026,Kamarkundu (KQU) (12013),37894,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,7:20:20,Loco sent Loco regular packets. but are not received to the station. Hence with Frame offset 5 Loco switched to LS mode.,"Radio 1 RX: 1.85 MB
Radio 2 RX: 1.65 MB",,,
05-03-2026,Howrah (HWH) (12000),37894,DN (R),SR mode,KAVACH territory exit,1,Loco switched to SR mode,8:12:38,"Loco After reading Tag-249,Loco switched to SR Mode as it is Kavach territory Exit.","Radio 1 RX: 458.91 KB
Radio 2 RX: 491.85 KB",,,
05-03-2026,Janai Road (JOX) (12009),39132,UP (N),LS mode,,,Loco switched to LS mode,22:19:36,,"Radio 1 RX: 434.72 KB
Radio 2 RX: 2.05 MB",,,
05-03-2026,Dankuni (DKAE) (12007),39411,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:36:02,Loco sent Loco regular packets. but are not received to the station. Hence with Frame offset 5 Loco switched to LS mode.,"Radio 1 RX: 1.21 MB
Radio 2 RX: 1.30 KB",,,
05-03-2026,Kamarkundu (KQU) (12013),39411,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:47:56,Loco sent Loco regular packets. but are not received to the station. Hence with Frame offset 5 Loco switched to LS mode.,"Radio 1 RX: 1.85 MB
Radio 2 RX: 1.65 MB",,,
05-03-2026,Chandanpur (CDAE) (12015),39411,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:50:46,Loco sent Loco regular packets. but are not received to the station. Hence with Frame offset 5 Loco switched to LS mode.,"Radio 1 RX: 1.99 MB
Radio 2 RX: 4.80 MB",,,
05-03-2026,Cheragram (CRAE) (12018),39411,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,9:02:18,Loco sent Loco regular packets. but are not received to the station. Hence with Frame offset 5 Loco switched to LS mode.,"Radio 1 RX: 7.16 MB
Radio 2 RX: 7.97 MB",,,
05-03-2026,Jaugram (JRAE) (12022),39411,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,9:11:22,Loco sent Loco regular packets. but are not received to the station. Hence with Frame offset 5 Loco switched to LS mode.,"Radio 1 RX: 9.09 MB
Radio 2 RX: 924.19 KB",,,
05-03-2026,Cheragram (CRAE) (12018),39411,DN (R),SR mode,,1,Loco switched to SR mode,,,"Radio 1 RX: 7.16 MB
Radio 2 RX: 7.97 MB",,,
06-03-2026,Barddhaman Jn (BWN) (12028),30082,DN (R),SR mode,SOM,1,Loco switched to SR mode,19:01:08,"When the loco configuration was done, SOM SR authority was sent by station. After reading a known route Tag - 630 OS MA was sent by the station","Radio 1 RX: 17.47 MB
Radio 2 RX: 16.08 MB",,,
06-03-2026,Baruipara (BRPA) (12011),30327,UP (N),LS mode,,1,Loco switched to LS mode,21:19:40,Loco failed to register with the station in time as the StnRegular sent by the station is not received by the loco causing the loco to switch to LS Mode,"Radio 1 RX: 3.75 MB
Radio 2 RX: 2.00 MB",,,
06-03-2026,Chandanpur (CDAE) (12015),30457,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,6:33:26,Station failed to receive loco regular packets sent by loco(Verified in loco Log that loco sent packets) hence causing the loco to switch to LS Mode,"Radio 1 RX: 4.59 MB
Radio 2 RX: 4.98 MB",Need to check Radio path connecitivity,,
06-03-2026,Cheragram (CRAE) (12018),30457,DN (R),LS mode,,1,Loco switched to LS mode,,"Station log is not fully populated. Need proper station log. According to loco log, no issue is observed","Radio 1 RX: 4.97 MB
Radio 2 RX: 5.02 MB",,,
06-03-2026,Masagram (MSAE) (12024),30457,DN (R),LS mode,,1,Loco switched to LS mode,,"Station log is not fully populated. Need proper station log. According to loco log, no issue is observed","Radio 1 RX: 12.45 MB
Radio 2 RX: 1.96 MB",,,
06-03-2026,Palla Road (PRAE) (12025),30457,DN (R),Tag Missing,,1,Tag Missing,6:17:26,Loco failed to read tag-130.(Verified in TagRead file in loco Log),"Radio 1 RX: 6.34 MB
Radio 2 RX: 13.98 MB",,,
06-03-2026,Chandanpur (CDAE) (12015),30568,UP (N),LS mode,,1,Loco switched to LS mode,0:03:54,Station log is not fully populated. Need proper station log. Loco Log also not available for analysis.,"Radio 1 RX: 4.59 MB
Radio 2 RX: 4.98 MB",,,
06-03-2026,LC-31 (KQU-CDAE) (12014),30568,UP (N),LS mode,,1,Loco switched to LS mode,0:04:02,need loco log,"Radio 1 RX: 11.43 MB
Radio 2 RX: 13.56 MB",,,Loco log uploaded in the drive
06-03-2026,Chandanpur (CDAE) (12015),30692,DN (R),LS mode,,1,Loco switched to LS mode,9:41:52,Loco Switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 4.59 MB
Radio 2 RX: 4.98 MB",,,
06-03-2026,LC-31 (KQU-CDAE) (12014),30692,DN (R),LS mode,,1,Loco switched to LS mode,9:43:28,need loco log,"Radio 1 RX: 11.43 MB
Radio 2 RX: 13.56 MB",,,Loco log uploaded in the drive
06-03-2026,Saktigarh (SKG) (12026),30692,DN (R),LS mode,,1,Loco switched to LS mode,,need loco log,"Radio 1 RX: 11.56 MB
Radio 2 RX: 5.07 MB",,,Loco log uploaded in the drive
06-03-2026,LC-41 (CRAE-GRAE) (12019),37081,DN (R),LS mode,,1,Loco switched to LS mode,3:57:58,Registration was delyed due to AAP(stn response) was delyed by 4sec and SORP(stn regular) was delyed by 8sec and loco switched to LS mode.,"Radio 1 RX: 4.97 MB
Radio 2 RX: 5.02 MB",,,
06-03-2026,Cheragram (CRAE) (12018),37081,DN (R),LS mode,,1,Loco switched to LS mode,4:01:24,Loco Switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 4.97 MB
Radio 2 RX: 5.02 MB",,,
06-03-2026,LC-31 (KQU-CDAE) (12014),37081,DN (R),LS mode,,1,Loco switched to LS mode,4:10:08,Loco Switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 11.43 MB
Radio 2 RX: 13.56 MB",,,
06-03-2026,Chandanpur (CDAE) (12015),37120,DN (R),LS mode,,1,Loco switched to LS mode,4:36:54,Loco Switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 4.59 MB
Radio 2 RX: 4.98 MB",,,
06-03-2026,Janai Road (JOX) (12009),37120,DN (R),LS mode,,1,Loco switched to LS mode,4:50:02,Loco Switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 1.01 MB
Radio 2 RX: 2.00 MB",,,
06-03-2026,LC-31 (KQU-CDAE) (12014),37120,DN (R),LS mode,,1,Loco switched to LS mode,4:38:22,Registration was delyed due to AAP(stn response) was delyed by 8sec and SORP(stn regular) was delyed by 20sec and loco switched to LS mode.,"Radio 1 RX: 11.43 MB
Radio 2 RX: 13.56 MB",,,
06-03-2026,Howrah (HWH) (12000),37120,DN (R),SR mode,,1,Loco switched to SR mode,5:09:34,After read KAVACH TERRITORY EXIT tag loco switched to SR mode.,,,,
06-03-2026,Baruipara (BRPA) (12011),37181,DN (R),LS mode,,1,Loco switched to LS modeAck SR Mode - Station Radio Comm Fail,7:44:20,Loco switched to LS mode with frame offset of 15 in stn section and unable to establish communication with s-kavach then loco switched to SR mode,"Radio 1 RX: 3.75 MB
Radio 2 RX: 2.00 MB",,,
06-03-2026,Kamarkundu (KQU) (12013),37181,DN (R),LS mode,,1,Loco switched to LS mode,7:41:24,Loco Switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 3.37 MB
Radio 2 RX: 2.89 MB",,,
06-03-2026,Palla Road (PRAE) (12025),37181,DN (R),LS mode,,1,Loco switched to LS mode,7:17:16,Registration was delyed due to AAP(stn response) was delyed by 116sec and OSRP(loco regular) delyed by 4 sec and loco switched to LS mode.,"Radio 1 RX: 11.56 MB
Radio 2 RX: 5.07 MB",,,
06-03-2026,Chandanpur (CDAE) (12015),37181,DN (R),SR mode,,1,Loco switched to SR modeAck SR Mode- No Track Profile ,7:38:48,Loco Switched to LS mode with frame offset 5 in auto section and unable to establish communication with S-Kavach then loco switch to SR mode due to insufficient track profile.,"Radio 1 RX: 4.59 MB
Radio 2 RX: 4.98 MB",,,
06-03-2026,Baruipara (BRPA) (12011),37456,DN (R),LS mode,,1,Loco switched to LS mode,8:11:18,"Loco Switched to LS mode with frame offset 15 in stn section and unable to establish communication with S-kavach ,then loco switched to SR mode due to insufficient track profile.","Radio 1 RX: 3.75 MB
Radio 2 RX: 2.00 MB",,,
06-03-2026,Chandanpur (CDAE) (12015),37456,DN (R),SR mode,,1,Loco switched to SR mode,8:04:14,Loco switched to LS mode  with frame offset 5 in auto section and unable to establish communication with S-Kavach due to this SR Authority received for 2 sec.,"Radio 1 RX: 4.59 MB
Radio 2 RX: 4.98 MB",,,
06-03-2026,Belur (BEQ) (12003),37719,UP (N),LS mode,,1,Loco switched to LS mode,8:30:14,need loco log,"Radio 1 RX: 635.63 KB
Radio 2 RX: 3.62 MB",,,Loco log uploaded in the drive
06-03-2026,Chandanpur (CDAE) (12015),37719,DN (R),LS mode,,1,Loco switched to LS mode,,need loco log,"Radio 1 RX: 4.59 MB
Radio 2 RX: 4.98 MB",,,Loco log uploaded in the drive
06-03-2026,Saktigarh (SKG) (12026),37719,DN (R),LS mode,,1,Loco switched to LS mode,,need loco log,"Radio 1 RX: 11.56 MB
Radio 2 RX: 5.07 MB",,,Loco log uploaded in the drive
06-03-2026,Howrah Sorting Yard (SYAE) (12001),37719,UP (N),LS mode,,1,Loco switched to LS mode,8:26:36,need loco log,"Radio 1 RX: 6.78 MB
Radio 2 RX: 12.64 MB",,,Loco log uploaded in the drive
06-03-2026,LC-12 (DKAE-JOX) (12008),37719,UP (N),SR mode,,1,Loco switched to SR mode,8:35:54,need loco log,"Radio 1 RX: 4.79 MB
Radio 2 RX: 82.54 KB",,,Loco log uploaded in the drive
06-03-2026,Baruipara (BRPA) (12011),37908,DN (R),LS mode,,1,Loco switched to LS modeAck SR Mode - Station Radio Comm Fail,16:18:16,"1.Srtn regular packets were missing in loco log from 16:18:06 to 16:18:18.Then loco switched to LS mode.
2.Intermittently stn regular  packets were missing .
3.after that unable to establish communication with S-kavach loco switched to SR mode due to communication failure.","Radio 1 RX: 3.75 MB
Radio 2 RX: 2.00 MB",,,
06-03-2026,Howrah (HWH) (12000),37908,DN (R),SR mode,,1,Loco switched to SR mode,17:06:20,After read KAVACH TERRITORY EXIT tag loco switched to SR mode.,"Radio 1 RX: 1.41 MB
Radio 2 RX: 2.51 MB",,,
06-03-2026,Baruipara (BRPA) (12011),39106,DN (R),LS mode,,1,Loco switched to LS mode,6:27:16,Loco Switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 3.75 MB
Radio 2 RX: 2.00 MB",,,
06-03-2026,Jaugram (JRAE) (12022),39106,DN (R),LS mode,,1,Loco switched to LS modeAck SR Mode - Station Radio Comm Fail,6:06:52,Loco Switched to LS mode with frame offset 5 in auto section and unable to establish communication with S-kavach loco switched to SR mode due to radio communication failure.,"Radio 1 RX: 11.91 MB
Radio 2 RX: 1.06 MB",,,
06-03-2026,LC-31 (KQU-CDAE) (12014),39106,DN (R),LS mode,,1,Loco switched to SR modeAck SR Mode- No Track Profile ,6:22:10,Loco Switched to LS mode with frame offset 5 in auto section and unable to establish communication with S-kavach loco switched to SR mode due to insufficient track profile.,"Radio 1 RX: 18.07 MB
Radio 2 RX: 16.01 MB",,,
06-03-2026,LC-12 (DKAE-JOX) (12008),39178,UP (N),LS mode,,1,Loco switched to LS mode,8:18:44,Loco Switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 4.59 MB
Radio 2 RX: 4.98 MB",,,
06-03-2026,Janai Road (JOX) (12009),39178,UP (N),LS mode,,1,Loco switched to SR mode,8:19:58,"From before stn ,loco travelling in LS mode and unable establish communication with S-kavach and loco switched to SR due to Radio coomunication fail",,,,
06-03-2026,LC-57 (JRAE-MSAE) (12023),39178,UP (N),SR mode,,1,Loco switched to SR mode,8:54:44,Registration was delyed dueto AAP(stn regular) delyed by 46 sec and loco switched to LS mode after that unable to establish communication with S-Kavach loco received SR Authority received for 2sec.,"Radio 1 RX: 10.63 MB
Radio 2 RX: 8.20 MB",,,
06-03-2026,Saktigarh (SKG) (12026),39178,UP (N),SR mode,,1,Loco switched to SR modeAck SR Mode- No Track Profile ,9:01:02,Loco sent loco req but Stn not received  and not sending stn response and loco switched to LS mode after that unable establish communication with S-Kavach loco switched SR mode due insufficient track profile.,"Radio 1 RX: 11.56 MB
Radio 2 RX: 5.07 MB",,,
06-03-2026,Janai Road (JOX) (12009),39481,DN (R),LS mode,,1,Loco switched to LS mode,5:27:32,,"Radio 1 RX: 1.01 MB
Radio 2 RX: 2.00 MB",,,
07-03-2026,Baruipara (BRPA) (12011),30082,UP (N),LS mode,,1,Loco switched to LS mode,12:43:52," Registration was delayed due to SORP(Stn Regular) received with time delay of 10sec ,then loco switched to LS mode.","Radio 1 RX: 1.67 MB
Radio 2 RX: 1.81 MB",,,
07-03-2026,LC-41 (CRAE-GRAE) (12019),30676,DN (R),LS mode,,1,Loco switched to LS mode,7:00:40," Registration was delayed due to SORP(Stn Regular) received with time delay of 10sec ,then loco switched to LS mode.","Radio 1 RX: 12.40 MB
Radio 2 RX: 776.00 B",,,
07-03-2026,Palla Road (PRAE) (12025),30676,DN (R),LS mode,,1,Loco switched to LS mode,6:37:04,Loco Switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 2.29 MB
Radio 2 RX: 6.74 MB",,,
07-03-2026,Dankuni (DKAE) (12007),30676,DN (R),SR mode,,1,Loco switched to SR mode,7:35:04,After read KAVACH TERRITORY EXIT tag loco switched to SR mode.,,,,
07-03-2026,LC-31 (KQU-CDAE) (12014),30676,DN (R),LS mode,,,Loco switched to LS modeAck SR Mode - Station Radio Comm Fail,7:12:32," 1.Registration was delayed due to SORP(Stn Regular) received with time delay of 10sec ,then loco switched to LS mode.
2.Loco travelling in LS Mode and unable to establish communication with S-kavach then loco switched to SR Mode.","Radio 1 RX: 9925kb
Radio 2 RX: 12983kb",,,
07-03-2026,Baruipara (BRPA) (12011),37042,DN (R),LS mode,,1,Loco switched to LS mode,4:27:34,Stn regular packetes were missed from 04:27:22 to 0:27:32  and loco switched to LS mode.,"Radio 1 RX: 1.67 MB
Radio 2 RX: 1.81 MB",,,
07-03-2026,Belanagar (BZL) (12006),37042,DN (R),LS mode,,1,Loco switched to LS mode,4:41:12,Loco Switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 10.83 MB
Radio 2 RX: 132.73 KB",,,
07-03-2026,Dankuni (DKAE) (12007),37042,DN (R),LS mode,,1,Loco switched to LS mode,4:37:54,Loco Switched to LS mode with frame offset 15 in Stn section,"Radio 1 RX: 12.40 MB
Radio 2 RX: 776.00 B",,,
07-03-2026,Janai Road (JOX) (12009),37042,DN (R),LS mode,,1,Loco switched to LS mode,4:31:48,Loco Switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 948.93 KB
Radio 2 RX: 2.70 MB",,,
07-03-2026,LC-38 (CDAE-BMAE) (12016),37042,DN (R),LS mode,,1,Loco switched to LS modeAck SR Mode - Station Radio Comm Fail,4:14:08,"1.Loco Switched to LS mode with frame offset 5 in auto section
2.Loco travelling in LS mode and unabe to esablish communication with S-Kavach and loco switched to SR mode with frame offset 5 in auto section.","Radio 1 RX: 7.18 MB
Radio 2 RX: 5.00 MB",,,
07-03-2026,Saktigarh (SKG) (12026),37042,DN (R),LS mode,,1,Loco switched to LS modeAck SR Mode - Station Radio Comm Fail,3:48:30,"1.Loco Switched to LS mode with frame offset 5 in auto section
2.Loco travelling in LS mode and unabe to esablish communication with S-Kavach and loco switched to SR mode with frame offset 5 in auto section.","Radio 1 RX: 5.33 MB
Radio 2 RX: 2.21 MB",,,
07-03-2026,Dankuni (DKAE) (12007),37042,DN (R),LS mode,,1,Loco switched to LS modeAck SR Mode - Station Radio Comm Fail,4:37:54,Loco switched to LS mode with frame offset 15 in stn section  and unable  to establish communication with  S-Kavach and received SR authority for 2sec.,"Radio 1 RX: 12.40 MB
Radio 2 RX: 776.00 B",,,
07-03-2026,Belmuri (BMAE) (12017),37272,UP (N),LS mode,,1,Loco switched to LS mode,16:50:18,"Need to check Loco Antennas, as LS modes were occurred mostly in every station.","Radio 1 RX: 3.33 MB
Radio 2 RX: 3.91 MB",,,
07-03-2026,Baruipara (BRPA) (12011),37272,UP (N),LS mode,,1,Loco switched to LS mode,16:35:26,,"Radio 1 RX: 1.67 MB
Radio 2 RX: 1.81 MB",,,
07-03-2026,Janai Road (JOX) (12009),37272,UP (N),LS mode,,1,Loco switched to LS mode,16:28:44,,"Radio 1 RX: 948.93 KB
Radio 2 RX: 2.70 MB",,,
07-03-2026,LC-38 (CDAE-BMAE) (12016),37272,UP (N),LS mode,,1,Loco switched to LS mode,16:43:54,,"Radio 1 RX: 7.18 MB
Radio 2 RX: 5.00 MB",,,
07-03-2026,LC-57 (JRAE-MSAE) (12023),37272,DN (R),LS mode,,1,Loco switched to LS mode,8:33:22,,"Radio 1 RX: 6.91 MB
Radio 2 RX: 5.24 MB",,,
07-03-2026,Palla Road (PRAE) (12025),37272,DN (R),LS mode,,1,Loco switched to LS mode,8:26:32,,"Radio 1 RX: 2.29 MB
Radio 2 RX: 6.74 MB",,,
07-03-2026,Howrah Sorting Yard (SYAE) (12001),37272,UP (N),LS mode,,1,Loco switched to LS mode,16:16:46,,"Radio 1 RX: 6.90 MB
Radio 2 RX: 17.54 MB",,,
07-03-2026,LC-48 (GRAE-JRAE) (12021),37272,UP (N),SR mode,,1,Loco switched to LS modeAck SR Mode - Station Radio Comm Fail,16:57:30,,"Radio 1 RX: 2.48 MB
Radio 2 RX: 2.76 MB",,,
07-03-2026,LC-31 (KQU-CDAE) (12014),37456,DN (R),LS mode,,1,Loco switched to SR mode Ack SR Mode- No Track Profile ,8:01:54,"1.Registration was delyed due to OSRP(Loco regular) delyed by  4sec and SORP(stn regular) delayed by 8sec and then loco switched to LS mode.
2.Loco unable to establish communication with S-Kavach  then loco switched to SR mode due to insufficient track profile.","Radio 1 RX: 9.69 MB
Radio 2 RX: 12.68 MB",,,
07-03-2026,Baruipara (BRPA) (12011),37456,DN (R),LS mode,,1,Loco switched to LS mode,8:10:18,Stn regular packetes were missed in loco log from 08:10:08 to 08:10:18  and loco switched to LS mode.,"Radio 1 RX: 1.67 MB
Radio 2 RX: 1.81 MB",,,
07-03-2026,Belmuri (BMAE) (12017),37456,DN (R),LS mode,,1,Loco switched to LS mode,7:54:52,Registration was delayed due to AAP( Stn response) was delayed by  48sec and loco switched to LS mode.,"Radio 1 RX: 12.40 MB
Radio 2 RX: 776.00 B",,,
07-03-2026,Kamarkundu (KQU) (12013),37657,DN (R),LS mode,,1,Loco switched to LS mode,4:53:06,Loco switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 4.14 MB
Radio 2 RX: 3.39 MB",,,
07-03-2026,Janai Road (JOX) (12009),37657,DN (R),LS mode,,1,Loco switched to SR mode,5:18:04, Throughout the stn Loco modes are toggling from OS to SR with frame offset 5 .,"Radio 1 RX: 948.93 KB
Radio 2 RX: 2.70 MB",,,
07-03-2026,Jaugram (JRAE) (12022),37657,DN (R),LS mode,,1,Loco switched to LS mode Ack SR Mode - Station Radio Comm Fail,4:32:58,Loco switched to LS mode with frame offset 5 in auto section and unable to esablish  communication with S-kavach  and then loco switched to SR mode with frame offset 5 in auto section.,"Radio 1 RX: 6.71 MB
Radio 2 RX: 448.10 KB",,,
07-03-2026,Saktigarh (SKG) (12026),37657,DN (R),LS mode,,1,Loco switched to LS mode,4:21:30,Loco switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 5.33 MB
Radio 2 RX: 2.21 MB",,,
07-03-2026,Baruipara (BRPA) (12011),37908,UP (N),LS mode,,1,Loco switched to LS mode,19:46:48,Need loco log,"Radio 1 RX: 1.67 MB
Radio 2 RX: 1.81 MB",,,
08-03-2026,Baruipara (BRPA) (12011),30327,UP (N),LS mode,,1,Loco switched to LS mode,23:36:28,Need loco log,"Radio 1 RX: 319.44 KB
Radio 2 RX: 510.25 KB",,,Loco log uploaded in the drive
08-03-2026,LC-31 (KQU-CDAE) (12014),30457,DN (R),LS mode,,1,Loco switched to LS mode,3:30:14,Loco switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 6.02 MB
Radio 2 RX: 8.94 MB",,,
08-03-2026,LC-38 (CDAE-BMAE) (12016),37042,UP (N),LS mode,,1,Loco switched to LS mode,0:06:36,Need loco log,"Radio 1 RX: 1.70 MB
Radio 2 RX: 279.88 KB",,,Loco log uploaded in the drive
08-03-2026,Palla Road (PRAE) (12025),37042,UP (N),LS mode,,1,Loco switched to LS mode,0:25:42,Need loco log,"Radio 1 RX: 177.42 KB
Radio 2 RX: 4.50 MB",,,Loco log uploaded in the drive
08-03-2026,LC-31 (KQU-CDAE) (12014),37181,DN (R),LS mode,,1,Loco switched to LS mode,4:59:04,Loco switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 6.02 MB
Radio 2 RX: 8.94 MB",,,
08-03-2026,Baruipara (BRPA) (12011),37779,UP (N),LS mode,,1,Loco switched to LS mode,18:52:12,Loco switched to LS mode with frame offset 5 in auto section,"Radio 1 RX: 319.44 KB
Radio 2 RX: 510.25 KB",,,
09-03-2026,Baruipara (BRPA) (12011),39133,,LS mode,,,,,Need loco log,,,,Loco log uploaded in the drive
09-03-2026,Dankuni (DKAE) (12007),30191,,LS mode,,,,,Need loco log,,,,Loco log uploaded in the drive
09-03-2026,Saktigarh (SKG) (12026),37779,DN (R),LS mode,,1,Loco switched to LS mode,7:35:34,"After deregister with previous station. Loco request and station responce is at same time. Loco sent Loco regular packets, but are received 4 sec delay to the station and station regular was also delay Hence Loco switched to LS mode.","Radio 1 RX: 3.80 MB
Radio 2 RX: 562 KB",,,
09-03-2026,Chandanpur (CDAE) (12015),39195,,SR mode,,,,,Need loco log,,,,Loco log uploaded in the drive
10-03-2026,Janai Road (JOX) (12009),30692,DN (R),LS mode,,1,Loco switched to LS mode,4:37:46,Issue was observed in ahead station(LC-12). Loco after in deregister with Jox station at 04:37:40.  Loco request and station responce is at same time. Loco sent Loco regular packets. but are received 2sec delay to station. and station regular packets were sent 4sec delay. Hence Loco switched to LS mode.,"LC-12 - Need to check Radio1 Revpwr
Radio1 Revpwr = 2",,,
10-03-2026,LC-57 (JRAE-MSAE)  (12023),37272,,LS mode,,,,,Need loco log,,,,Loco log uploaded in the drive
10-03-2026,Belmuri (BMAE) (12017),37168,,LS mode,,,,,Need loco log,,,,Loco log uploaded in the drive
10-03-2026,Baruipara (BRPA) (12011),37609,,LS mode,,,,,Need loco log,,,,Loco log uploaded in the drive
10-03-2026,LC-12 (DKAE-JOX) (12008),30191,,LS mode,,1,Loco switched to LS mode,,"Need to check Loco Antennas, as LS modes were occurred mostly in every station.",,,,
10-03-2026,Kalubathan (KAO)  (14027),,,LS mode,,1,Loco switched to LS mode,,,,,,
10-03-2026,Mugma (MMU)  (14025),,,LS mode,,1,Loco switched to LS mode,,,,,,
10-03-2026,Kumardubi (KMME)  (14024),,,LS mode,,1,Loco switched to LS mode,,,,,,
10-03-2026,Thaparnagar (TNW)  (14026),,,LS mode,,1,Loco switched to LS mode,,,,,,
10-03-2026,Nimcha B H (NMC)  (14016),,,LS mode,,1,Loco switched to LS mode,,,,,,
10-03-2026,LC-12 (DKAE-JOX)  (12008),37894,,LS mode,,1,Loco switched to LS mode,,"Need to check Loco Antennas, as LS modes were occurred mostly in every station.",,,,
