Date,Station name & ID,Loco Id,Direction,Issue Type,Issue Sub category,Issue Count,Issues noted During Trial,Time,Analysis,Root Cause/Why2,Corrective Action,Issue Category,Action Taken
10-03-2026,Kalubathan (KAO)  (14027),,,LS mode,,1,Loco switched to LS mode,,,,,,
10-03-2026,Mugma (MMU)  (14025),,,LS mode,,1,Loco switched to LS mode,,,,,,
10-03-2026,Thaparnagar (TNW)  (14026),,,LS mode,,1,Loco switched to LS mode,,,,,,
10-03-2026,Nimcha B H (NMC)  (14016),,,LS mode,,1,Loco switched to LS mode,,,,,,
10-03-2026,Asansol (ASN)  (14019),,,LS mode,,1,Loco switched to LS mode,,,,,,
10-03-2026,Kaliphari (KPK)  (14018),,,LS mode,,1,Loco switched to LS mode,,,,,,
10-03-2026,Asansol (ASN)  (14019),39265,UP (N),LS mode,,1,,20:06:30,Loco sent Loco regular packets. but are not received to station. Hence with frame off set 15 Loco switched to LS mode.,,,,
10-03-2026,Kaliphari (KPK)  (14018),39265,,LS mode,,,,,No issue observed,,,,
10-03-2026,Kalubathan (KAO)  (14027),39265,,SR mode,,,Loco switched to LS mode,,No issue observed,,,,
10-03-2026,Nimcha B H (NMC)  (14016),39265,,SR mode,,,Loco switched to LS mode,,No issue observed,,,,
10-03-2026,Kaliphari (KPK)  (14018),39265,UP (N),SR mode,,,Loco switched to SR mode,20:05:18,,,,,
10-03-2026,Thaparnagar (TNW)  (14026),37894,,SR mode,,,Loco switched to SR mode,,Need loco log,,,,
10-03-2026,Baktarnagar B H (BQT)  (14014),37894,,SR mode,,,Loco switched to SR mode,,Need loco log,,,,
10-03-2026,Andal (UDL)  (14013),37894,,SR mode,,,Loco switched to SR mode,,Need loco log,,,,
,,,,,,,,,,,,,
11-03-2026,Asansol (ASN)  (14019),37719,DN (R),LS mode,,,,7:28:24,Issue was observed in STN station. Where Loco sent Loco regular packets. but are not received to the station. Hence Loco switched to LS mode with frame off set 5.,"Radio2 Revpwr was logged as 1.9
Radio1 RX = 4.53MB
Radio2 RX = 4.23MB",,,
11-03-2026,Asansol (ASN)  (14019),30805,DN (R),LS mode,,,,7:55:24,"After deregister with previous station. Loco sent Loco request, but it was received delay by the station. Hence Loco switched to LS mode.","Radio2 Revpwr was logged as 1.9
Radio1 RX = 4.53MB
Radio2 RX = 4.23MB",,,
11-03-2026,Asansol (ASN)  (14019),39265,DN (R),LS mode,,,,7:02:20,After deregister with previous station. Loco sent Loco request and station also sent station responce  but it was received delay by the Loco. Hence Loco switched to LS mode.,"Radio2 Revpwr was logged as 1.9
Radio1 RX = 4.53MB
Radio2 RX = 4.23MB",,,
11-03-2026,Kaliphari (KPK)  (14018),37586,DN (R),LS mode,,,,5:04:50,Issue was observed in ASN station. Where Loco sent Loco regular packets. but are not received to the station. Hence Loco switched to LS mode with frame off set 15.,"Radio2 Revpwr was logged as 1.9
Radio1 RX = 4.53MB
Radio2 RX = 4.23MB",,,
11-03-2026,Kaliphari (KPK)  (14018),37452,,LS mode,,,,,Need Loco Log,,,,
11-03-2026,Kaliphari (KPK)  (14018),39265,DN (R),LS mode,,,,7:15:04,,,,,
11-03-2026,Kaliphari (KPK)  (14018),39105,,LS mode,,,,,No issue observed,,,,
11-03-2026,Kaliphari (KPK)  (14018),37894,,LS mode,,,,,Need Loco Log,,,,
11-03-2026,Khana Link (KAN-GLI)  (12032),37586,DN (R),LS mode,,,,5:59:34,After deregister with previous station. Loco sent Loco request. but it was received delay to the station. Hence Loco switched to LS mode.,Need to check RTU to station connectivity,,,
11-03-2026,Khana Link (KAN-GLI)  (12032),37894,,LS mode,,,,,Need Loco Log,,,,
11-03-2026,Khana Link (KAN-GLI)  (12032),39265,,LS mode,,,,8:48:06,After deregister with previous station. Loco sent Loco request. but it was received delay to the station. Hence Loco switched to LS mode.,Need to check RTU to station connectivity,,,
11-03-2026,LC-12 (KAO-CAM)  (14028),37894,,LS mode,,,,,Need Loco Log,,,,
11-03-2026,LC-12 (KAO-CAM)  (14028),30805,DN (R),LS mode,,,,7:04:42,After deregister with previous station. Loco sent Loco request. but it received delay to the station. Hence Loco switched to LS mode.,"Radio2 Revpwr was logged as 1.9
Radio1 RX = 7.20MB
Radio2 RX = 473KB",,,
11-03-2026,Kalubathan (KAO)  (14027),37719,,LS mode,,,,,No issue observed,,,,
11-03-2026,Kalubathan (KAO)  (14027),37894,,LS mode,,,,,Need Loco Log,,,,
11-03-2026,Kalubathan (KAO)  (14027),37894,,LS mode,,,,,Need Loco Log,,,,
11-03-2026,Nimcha B H (NMC)  (14016),39105,,LS mode,,,,,No issue observed,,,,
11-03-2026,Nimcha B H (NMC)  (14016),39105,,LS mode,,,,,No issue observed,,,,
11-03-2026,Nimcha B H (NMC)  (14016),39265,DN (R),LS mode,,,,7:20:16,After deregister with previous station. Loco sent Loco request. but it received delay to the station. Hence Loco switched to LS mode.,Need to check RTU to station connectivity,,,
11-03-2026,Nimcha B H (NMC)  (14016),37894,,LS mode,,,,,Need Loco Log,,,,
11-03-2026,Sitarampur Central (STN)  (14021),30805,DN (R),LS mode,,,,7:38:44,After deregister with previous station. Loco request and station responce is at same time. Loco sent Loco regular packets. but are not recived to station. Hence Loco switched to LS mode.,Need to check RTU to station connectivity,,,
11-03-2026,Kaliphari (KPK)  (14018),37894,DN (R),SR mode,,,,,Need Loco Log,,,,
11-03-2026,Mankar (MNAE)  (14003),37452,DN (R),SR mode,,,,,Need Loco Log,,,,
11-03-2026,LC-83 (GLI-PAJ)  (14001),37452,DN (R),SR mode,,,,,Need Loco Log,,,,
11-03-2026,LC-12 (KAO-CAM)  (14028),39105,DN (R),SR mode,,,,,No issue observed,,,,
11-03-2026,Kalubathan (KAO)  (14027),37586,DN (R),SR mode,,,,,Need Loco Log,,,,
11-03-2026,Kalubathan (KAO)  (14027),37894,DN (R),SR mode,,,,,Need Loco Log,,,,
11-03-2026,Kalubathan (KAO)  (14027),39105,DN (R),SR mode,,,,,No issue observed,,,,
11-03-2026,Kalubathan (KAO)  (14027),37719,DN (R),SR mode,,,Loco switched to LS modeAck SR Mode - Station Radio Comm Fail,7:00:24,"Loco sent Loco regular packets. No station Regular packets are missing in Loco log. There is no frame offset at that time. Need to check in station log, but No proper information was logged in station log.",,,,
11-03-2026,Nimcha B H (NMC)  (14016),37894,DN (R),SR mode,,,,,Need Loco Log,,,,
11-03-2026,Nimcha B H (NMC)  (14016),37586,DN (R),SR mode,,,,,Need Loco Log,,,,
11-03-2026,Nimcha B H (NMC)  (14016),39265,DN (R),SR mode,,,,7:20:16,"1)After deregister with previous station. Loco sent Loco request . station sent responce, but it was not received to Loco. Hence Loco switched to LS mode.
2) Due to no communication between 2 stations. S2S communication was paused and regained later. to avoid EB. station sent SR authority for 2sec.
",,,,
11-03-2026,Andal (UDL)  (14013),37719,DN (R),SR mode,,,,,No issue observed,,,,
11-03-2026,Sitarampur Central (STN)  (14021),30805,DN (R),SR mode,,,,,,,,,
12-03-2026,Baruipara (BRPA)  (12011),39133,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,5:57:36,Station sent station regular packets. but are not received to Loco. Hence Loco switched to LS mode.,"Radio1 RX = 2.72MB
Radio2 RX = 3.93MB",,,
12-03-2026,Baruipara (BRPA)  (12011),37181,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,14:48:18,After deregister with previous station. Loco request and station responce is at same time. Loco sent Loco regular. but are received 2sec delay to the station. Station sent station regular. it was received 4sec delay to Loco. Hence Loco switched to LS mode.,"Radio1 RX = 2.72MB
Radio2 RX = 3.93MB",,,
12-03-2026,Baruipara (BRPA)  (12011),37908,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:43:20,Station sent station regular packets. but are not received to Loco. Hence Loco switched to LS mode.,"Radio1 RX = 2.72MB
Radio2 RX = 3.93MB",,,
12-03-2026,Kamarkundu (KQU)  (12013),37908,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:40:28,Loco sent Loco regular packets. but are not received to station. Hence with frame offset 5 Loco switched to LS mode.,"Radio1 RX = 4.23MB
Radio2 RX = 3.31MB",,,
12-03-2026,LC-31 (KQU-CDAE)  (12014),30676,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,4:01:42,Loco sent Loco regular packets. but are not received to station. Hence with frame offset 5 Loco switched to LS mode.,"Radio1 RX = 19.9MB
Radio2 RX = 22.2MB",,,
12-03-2026,LC-31 (KQU-CDAE)  (12014),39093,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:05:06,"After deregister with previous station. Loco request and station responce is at same time. Loco sent Loco regular packets, but are received delay to the station. Hence Loco switched to LS mode.","Radio1 RX = 19.9MB
Radio2 RX = 22.2MB",,,
12-03-2026,LC-57 (JRAE-MSAE)  (12023),37908,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:14:40,After deregister with previous station. Loco request and station responce is at same time. station regular are sent delay of 10sec. Hence Loco switched to LS mode.,Radio2 Revpwr was Logged as 2,,,
12-03-2026,LC-31 (KQU-CDAE)  (12014),37908,DN (R),SR mode,,,Loco switched to LS modeAck SR Mode - Station Radio Comm Fail,8:37:48,"1) Loco sent Loco regular packets. but are not received to station. Hence with frame offset 5 Loco switched to LS mode.
2) Due to no communication between 2 stations. S2S communication was paused and regained later. to avoid EB. station sent SR authority for 2sec.",,,,
12-03-2026,Chandanpur (CDAE)  (12015),37586,,SR mode,,,,,Need Loco log,,,,
12-03-2026,LC-57 (JRAE-MSAE)  (12023),37586,,SR mode,,,,,Need Loco log,,,,
12-03-2026,Palla Road (PRAE)  (12025),37481,UP (N),Tag Missing,,,PRAE (TAG ID - 103),,No issue observed as per Loco Log,,,,
13-03-2026,Baruipara (BRPA)  (12011),37908,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:13:10,Station sent station regular packets. but are not received to Loco. Hence Loco switched to LS mode.,"Radio1 RX = 1.13MB
Radio2 RX = 1.60MB",,,
13-03-2026,Janai Road (JOX)  (12009),37908,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:14:22,Issue was observed in previous station (BRPA). where Station regular are not received to Loco. Hence Loco switched to LS mode.,"Radio1 RX = 1.13MB
Radio2 RX = 1.60MB",,,
13-03-2026,Braddhaman Jn (BWN)  (12028),39105,,LS mode,,,,,No issue observed,,,,
13-03-2026,Belanagar (BZL)  (12006),37779,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,22:13:54,Loco sent Loco regular packets. but are not received to station. Hence with frame offset 5 Loco switched to LS mode.,"Radio2 FwPwr was logged as 9.9
Radio1 RX = 4.15MB
Radio2 RX = 179KB",,,
13-03-2026,Palla Road (PRAE)  (12025),30487,,LS mode,,,,,Need Loco log,,,,
13-03-2026,Palla Road (PRAE)  (12025),37908,,LS mode,,,,,No issue observed,,,,
13-03-2026,Palla Road (PRAE)  (12025),30487,,SR mode,,,,,Need Loco log,,,,
13-03-2026,Howrah (HWH)  (12000),30568,,SR mode,,,,,No issue observed,,,,
14-03-2026,Kamarkundu (KQU)  (12013),30468,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,23:05:32,Issue was observed in ahead station. after deregister with KQU. Loco request and station responce is at same time. Loco regular are received delaty to the station. Hence Loco switched to LS mode.,"Radio1 RX = 19.2MB
Radio2 RX = 14.6MB",,,
14-03-2026,Chandanpur (CDAE)  (12015),30468,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,23:07:46,Loco sent Loco regular packets. but are not received to station. Hence with frame offset 5 Loco switched to LS mode.,"Radio1 RX = 6.82MB
Radio2 RX = 7.51MB",,,
14-03-2026,Braddhaman Jn (BWN)  (12028),30487,,LS mode,,,,,Need Loco log,,,,
14-03-2026,Saktigarh (SKG)  (12026),30487,,LS mode,,,,,Need Loco log,,,,
14-03-2026,Kamarkundu (KQU)  (12013),30487,,LS mode,,,,,Need Loco log,,,,
14-03-2026,Chandanpur (CDAE)  (12015),37168,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,10:40:12,"Issue was observed in ahead station. After deregister with previous station. Loco request was sent and station also sent responce, but station responce was received delay to the station. Hence Loco switched to LS mode.","Radio1 RX = 6.82MB
Radio2 RX = 7.51MB",,,
14-03-2026,Baruipara (BRPA)  (12011),37168,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,10:33:50,"Issue was observed in ahead station. After deregister with previous station. Loco request was sent, but it was received delay to the station. Hence Loco switched to LS mode.","Radio1 RX = 6.08MB
Radio2 RX = 7.02MB",,,
14-03-2026,Baruipara (BRPA)  (12011),37272,,LS mode,,,,,Need Loco log,,,,
14-03-2026,Jaugram (JRAE)  (12022),37657,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,6:07:20,"After deregister with previous station. Loco request was sent and station also sent responce, but station responce was received delay to the station. Hence Loco switched to LS mode.","Radio1 RX = 6.77MB
Radio2 RX = 2.12MB",,,
14-03-2026,Jaugram (JRAE)  (12022),39135,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,10:54:18,After deregister with previous station. Loco request was sent and station responce was delay. Hence Loco switched to LS mode.,"Radio1 RX = 6.77MB
Radio2 RX = 2.12MB",,,
14-03-2026,Baruipara (BRPA)  (12011),39135,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,11:15:36,After deregister with previous station. Loco request and station responce is at same time.but Loco regular packets are received 4 sec delay to the station and station regular are sent 4 sec delay by station. Hence Loco switched to LS mode.,"Radio1 RX = 6.08MB
Radio2 RX = 7.02MB",,,
14-03-2026,Dankuni (DKAE)  (12007),30082,UP (N),SR mode,SR authority,1,Loco switched to SR mode,12:46:32,"1) SR authority received at DKAE station.
2) S2S communication required between DKAE and LC-12 stations.
3) Where DKAE sent Handover and LC-12 has sent  RRI. but RRI was not received to DKAE. Hence Loco switched to SR mode.","Radio1 RX = 2.85MB
Radio2 RX = 425KB",,,
14-03-2026,Chandanpur (CDAE)  (12015),30468,UP (N),SR mode,Radio communicaiton failure,1,Loco switched to LS mode Ack SR Mode - Station Radio Comm Fail,23:10:26,"1) Loco sent Loco regular packets. but are not received to station. Hence with frmae offset 5 Loco switched to LS mode.
2) Due to no communication between 2 stations. S2S communication was paused and regained later. to avoid EB. station sent SR authority for 4sec.","Radio1 RX = 6.82MB
Radio2 RX = 7.51MB",,,
14-03-2026,Talit (TIT)  (12029),30487,,SR mode,,,,,Need Loco log,,,,
14-03-2026,Palla Road (PRAE)  (12025),30487,,SR mode,,,,,Need Loco log,,,,
14-03-2026,Cheragram (CRAE)  (12018),30487,,SR mode,,,,,Need Loco log,,,,
14-03-2026,Jaugram (JRAE)  (12022),37168,,SR mode,,,,,No issue observed ,,,,
14-03-2026,Belmuri (BMAE)  (12017),37168,UP (N),SR mode,Radio communicaiton failure,1,Loco switched to LS mode Ack SR Mode - Station Radio Comm Fail,10:46:38,"1) Issue was observed in ahead station. After deregister with BMAE. Looc sent Loco request, but station responce was delay. such that  Loco haven't register with CRAE station. Hence with in 10sec Loco switched LS mode. follow on SR mode received for 2sec.",,,,
15-03-2026,Belmuri (BMAE)  (12017),37273,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:25:46,Loco sent Loco regular packets. but are not received to station. Hence with frame offset 5 Loco switched to LS mode.,"Radio1 RX = 3.60MB
Radio2 RX = 4.49MB",,,
15-03-2026,Chandanpur (CDAE)  (12015),30686,,LS mode,,,,,Need Loco log,,,,
15-03-2026,Kamarkundu (KQU)  (12013),30490,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,3:37:56,Loco sent Loco regular packets. but are not received to station. Hence with frame offset 5 Loco switched to LS mode.,"Radio1 RX = 2.39MB
Radio2 RX = 1.49MB",,,
15-03-2026,LC-31 (KQU-CDAE)  (12014),39105,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,4:12:32,After deregister with previous station. Loco request was sent and station responce was also received. Loco regular packets were received 10sec delay to the station. Hence Loco switched to LS mode.,"Radio1 RX = 16.5MB
Radio2 RX = 15.5MB",,,
15-03-2026,LC-38 (CDAE-BMAE)  (12016),37273,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,8:27:48,Loco sent Loco regular packets. but are not received to station. Hence with frame offset 5 Loco switched to LS mode.,"Radio1 RX = 2.08MB
Radio2 RX = 3.03MB",,,
15-03-2026,LC-38 (CDAE-BMAE)  (12016),37894,,LS mode,,,,,Need Loco log,,,,
15-03-2026,LC-41 (CRAE-GRAE)  (12019),39105,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,4:02:00,After deregister with previous station. Loco request was sent and station responce was also received. Loco regular packets were received 10sec delay to the station. Hence Loco switched to LS mode.,"Radio1 RX = 4.64MB
Radio2 RX = 4.50MB",,,
15-03-2026,Dankuni (DKAE)  (12007),30490,DN (R),SR mode,KAVACH territory exit,1,Loco switched to SR mode,3:51:28,"Loco After reading Tag-415,Loco switched to SR Mode as it is Kavach territory Exit.",,,,
15-03-2026,Dankuni (DKAE)  (12007),30082,UP (N),SR mode,SR authority,1,Loco switched to SR mode,12:46:32,"1) SR authority received at DKAE station.
2) S2S communication required between DKAE and LC-12 stations.
3) Where DKAE sent Handover and LC-12 has sent  RRI. but RRI was not received to DKAE. Hence Loco switched to SR mode.",,,,
15-03-2026,Belmuri (BMAE)  (12017),30082,,SR mode,,,,,No issue observed,,,,
15-03-2026,Howrah (HWH)  (12000),30795,,SR mode,,,,,Need Loco log,,,,
15-03-2026,LC-31 (KQU-CDAE)  (12014),30490,DN (R),SR mode,Radio communicaiton failure,1,Loco switched to LS mode Ack SR Mode - Station Radio Comm Fail,3:35:08,"1) After deregister with previous station. Loco request was sent and station responce was also received. Loco regular packets were received delay to the station. Hence Loco switched to LS mode.
2) Due to no communication between 2 stations. S2S communication was paused and regained later. to avoid EB. station sent SR authority for 2sec","Radio1 RX = 16.5MB
Radio2 RX = 15.5MB",,,
15-03-2026,Janai Road (JOX)  (12009),37894,,SR mode,,,,,Need Loco log,,,,
15-03-2026,LC-38 (CDAE-BMAE)  (12016),37181,UP (N),Tag Missing,,,LC-38 - TAG ID - 233 ,19:03:30,,,,,
15-03-2026,Belanagar (BZL)  (12006),37273,,Tag Missing,,,BZL - TAG ID - 201,,No issue observed,,,,
16-03-2026,Braddhaman Jn (BWN)  (12028),30203,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,0:38:32,"After deregister with Previous station. Loco sent Loco request, but it was received delay to the station. Hence Loco switched to LS mode","Radio1 RX = 9.52MB
Radio2 RX = 8.63MB",,,
16-03-2026,Baruipara (BRPA)  (12011),39135,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,5:34:16,"Station sent station regular packets, but are not received to Loco. Hence Loco switched to LS mode.","Radio1 RX = 619KB
Radio2 RX = 1.16MB",,,
16-03-2026,Janai Road (JOX)  (12009),30805,,LS mode,,,,,Need Loco log,,,,
16-03-2026,Janai Road (JOX)  (12009),37455,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,10:31:08,"After deregister with Previous station. Loco sent Loco request, but station responce was delay. Hence Loco switched to LS mode","Radio1 RX = 320KB
Radio2 RX = 640KB",,,
16-03-2026,Jaugram (JRAE)  (12022),39135,UP (N),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,15:16:58,"After deregister with Previous station. Loco sent Loco request, but station responce was delay. Hence Loco switched to LS mode","Radio1 RX = 6.48MB
Radio2 RX = 1.99MB",,,
16-03-2026,LC-41 (CRAE-GRAE)  (12019),30203,UP (N),Tag Missing,,,LC-41 (TAG ID - 559),0:16:40,No proper information was logged in Loco log. need Proper Loco log,,,,
17-03-2026,LC-41 (CRAE-GRAE)  (12019),37586,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,4:45:04,After deregister with previous station. Loco request and station responce is at same time.but Loco regular packets are received delay to the station. Hence Loco switched to LS mode.,,,,
17-03-2026,Belmuri (BMAE)  (12017),39135,,LS mode,,,,,,,,,
17-03-2026,Baruipara (BRPA)  (12011),39135,DN (R),LS mode,Radio communicaiton failure,1,Loco switched to LS mode,13:14:00,"Station sent station regular packets, but are not received to Loco. Hence Loco switched to LS mode.",,,,
17-03-2026,LC-57 (JRAE-MSAE)  (12023),39132,DN (R),SR mode,Radio communicaiton failure,1,Loco switched to LS mode,6:48:48,"After deregister with previous station. Loco request was sent, but it was received delay to the station. Hence Loco switched to LS mode.",,,,
17-03-2026,Baruipara (BRPA)  (12011),37268,UP (N),SR mode,Radio communicaiton failure,1,Loco switched to LS modeAck SR Mode - Station Radio Comm Fail,10:27:00,"1) After deregister with previous station. Loco request and station responce is at same time. Loco regular are received 4 sec delayed to station. and station regular were received delay to the Loco. Hence Loco switched to LS mode
2) Due to no communication between 2 stations. S2S communication was paused and regained later. to avoid EB. station sent SR authority for 2sec",,,,
17-03-2026,Chandanpur (CDAE)  (12015),30191,,SR mode,,,,,No issue observed,,,,
17-03-2026,Braddhaman Jn (BWN)  (12028),30686,,Tag Missing,,,TAG ID-728,,Need Loco log,,,,
17-03-2026,Kaliphari (KPK)  (14018),37455,,LS mode,,,,,Need Loco log,,,,
17-03-2026,Barachak Jn (BCQ)  (14020),37455,,LS mode,,,,,Need Loco log,,,,
17-03-2026,Sitarampur Central (STN)  (14021),37455,,LS mode,,,,,Need Loco log,,,,
17-03-2026,Kaliphari (KPK)  (14018),37455,,SR mode,,,,,Need Loco log,,,,
17-03-2026,Asansol (ASN)  (14019),37455,,SR mode,,,,,Need Loco log,,,,
17-03-2026,Barachak Jn (BCQ)  (14020),37455,,SR mode,,,,,Need Loco log,,,,
17-03-2026,Sitarampur Central (STN)  (14021),37455,,SR mode,,,,,Need Loco log,,,,
17-03-2026,Chhota Ambana (CAM)  (14029),,,Tag Missing,,,CAM  R-183,,Need Loco log,,,,
18-03-2026,Jaugram (JRAE)  (12022),37657,,LS mode,,,,,,,,,
18-03-2026,Jaugram (JRAE)  (12022),37779,,LS mode,,,,,,,,,
18-03-2026,Cheragram (CRAE)  (12018),37779,,LS mode,,,,,,,,,
18-03-2026,Kamarkundu (KQU)  (12013),37779,,LS mode,,,,,,,,,
18-03-2026,Baruipara (BRPA)  (12011),37779,,LS mode,,,,,,,,,
18-03-2026,Masagram (MSAE)  (12024),37720,,LS mode,,,,,,,,,
18-03-2026,Kamarkundu (KQU)  (12013),37452,,LS mode,,,,,,,,,
18-03-2026,Kaliphari (KPK)  (14018),37456,,SR mode,,,,,,,,,
18-03-2026,Asansol (ASN)  (14019),37456,,SR mode,,,,,,,,,
18-03-2026,Chhota Ambana (CAM)  (14029),,,Tag Missing,,,CAM  R-183,,,,,,
19-03-2026,Baruipara (BRPA)  (12011),39177,,LS mode,,,,,,,,,
19-03-2026,Janai Road (JOX)  (12009),39177,,LS mode,,,,,,,,,
19-03-2026,Baruipara (BRPA)  (12011),37860,,LS mode,,,,,,,,,
19-03-2026,Jaugram (JRAE)  (12022),30168,,SR mode,,,,,,,,,
19-03-2026,Baruipara (BRPA)  (12011),37273,,SR mode,,,,,,,,,
20-03-2026,Gangpur (GRP)  (12027),30372,,LS mode,,,,,,,,,
20-03-2026,Belmuri (BMAE)  (12017),30372,,LS mode,,,,,,,,,
20-03-2026,Baruipara (BRPA)  (12011),30372,,LS mode,,,,,,,,,
20-03-2026,Kamarkundu (KQU)  (12013),30372,,LS mode,,,,,,,,,
20-03-2026,LC-59 (TIT-KAN)  (12030),37116,,SR mode,,,,,,,,,
20-03-2026,Palla Road (PRAE)  (12025),37116,,SR mode,,,,,,,,,
20-03-2026,Asansol (ASN)  (14019),37116,,LS mode,,,,,,,,,
20-03-2026,LC-105 (PAN-RBH)  (14006),37116,,LS mode,,,,,,,,,
20-03-2026,Khana Jn (KAN)  (12031),37116,,LS mode,,,,,,,,,
20-03-2026,LC-105 (PAN-RBH)  (14006),37168,,LS mode,,,,,,,,,
20-03-2026,LC-105 (PAN-RBH)  (14006),37116,,SR mode,,,,,,,,,
20-03-2026,Andal (UDL)  (14013),37168,,SR mode,,,,,,,,,
21-03-2026,Baruipara (BRPA)  (12011),30457,,LS mode,,,,,,,,,
21-03-2026,Baruipara (BRPA)  (12011),30369,,LS mode,,,,,,,,,
21-03-2026,Jaugram (JRAE)  (12022),30369,,SR mode,,,,,,,,,
21-03-2026,Asansol (ASN)  (14019),39133,,SR mode,,,,,,,,,
21-03-2026,,,,,,,,,,,,,
21-03-2026,,,,,,,,,,,,,